file	routine	kind	said_line	said_bkp_relation	said_old_relation	said_sha256	said_bkp_sha256	said_old_sha256	behavioral_relevance
pnu.f	PNA2I	subroutine	2790	identical	identical	c0125cb632e804a1fa69c8613928c3a1a65d8688560f0169cf06da08b212b0e9	c0125cb632e804a1fa69c8613928c3a1a65d8688560f0169cf06da08b212b0e9	c0125cb632e804a1fa69c8613928c3a1a65d8688560f0169cf06da08b212b0e9	none-no-variant-delta
pnu.f	PNFIXD	subroutine	3027	identical	identical	134d6225cb8bbcce5df8b8925c97b941841f91089b29890e0dfabbf9a9877033	134d6225cb8bbcce5df8b8925c97b941841f91089b29890e0dfabbf9a9877033	134d6225cb8bbcce5df8b8925c97b941841f91089b29890e0dfabbf9a9877033	none-no-variant-delta
pnu.f	TMCM	subroutine	3336	identical	identical	364b57074eb2c7e1ae3b4838ac5579fb5964ff56f63934b1e9ef0702db0e3281	364b57074eb2c7e1ae3b4838ac5579fb5964ff56f63934b1e9ef0702db0e3281	364b57074eb2c7e1ae3b4838ac5579fb5964ff56f63934b1e9ef0702db0e3281	none-no-variant-delta
pnu.f	FWAMP	function	3455	identical	identical	363d724fbe4ad2b3162480944a5d3b9b668f759fc656755762b0eb205bf971d1	363d724fbe4ad2b3162480944a5d3b9b668f759fc656755762b0eb205bf971d1	363d724fbe4ad2b3162480944a5d3b9b668f759fc656755762b0eb205bf971d1	none-no-variant-delta
pnu.f	PNAMPK	subroutine	3570	identical	identical	ca2e4c8b157a51a01e5fee42a64812f7ee86c252bd734766e7f006794d60e8b4	ca2e4c8b157a51a01e5fee42a64812f7ee86c252bd734766e7f006794d60e8b4	ca2e4c8b157a51a01e5fee42a64812f7ee86c252bd734766e7f006794d60e8b4	none-no-variant-delta
pnu.f	PNFG	subroutine	3613	identical	identical	b36a01a40a7837194eca1a2693e19aa0412376af60c194b212685045225dfe4c	b36a01a40a7837194eca1a2693e19aa0412376af60c194b212685045225dfe4c	b36a01a40a7837194eca1a2693e19aa0412376af60c194b212685045225dfe4c	none-no-variant-delta
pnu.f	SGTEI	function	3696	identical	identical	4fac161c8583efc1ebe6cf8e5ac83aa06e5545f6511151f7567d077869a848e8	4fac161c8583efc1ebe6cf8e5ac83aa06e5545f6511151f7567d077869a848e8	4fac161c8583efc1ebe6cf8e5ac83aa06e5545f6511151f7567d077869a848e8	none-no-variant-delta
pnu.f	PNCHIT	subroutine	3756	identical	identical	ae90148c68403c281e9082e316aa8cb1da9de314aabb0c4512466aee4d2eb2c9	ae90148c68403c281e9082e316aa8cb1da9de314aabb0c4512466aee4d2eb2c9	ae90148c68403c281e9082e316aa8cb1da9de314aabb0c4512466aee4d2eb2c9	none-no-variant-delta
pnu.f	KHAMP	subroutine	3793	identical	identical	74651bd931364c872f5cd1443da6d4497b4ec760d66164b4d2607fc5b2bfb51f	74651bd931364c872f5cd1443da6d4497b4ec760d66164b4d2607fc5b2bfb51f	74651bd931364c872f5cd1443da6d4497b4ec760d66164b4d2607fc5b2bfb51f	none-no-variant-delta
pnu.f	PWXPI1	subroutine	3847	identical	identical	aafdb58bacad871196fd30ff0ef0737e24099cda6c2ea906cb238a291c59029d	aafdb58bacad871196fd30ff0ef0737e24099cda6c2ea906cb238a291c59029d	aafdb58bacad871196fd30ff0ef0737e24099cda6c2ea906cb238a291c59029d	none-no-variant-delta
pnu.f	FORMFA	subroutine	4191	identical	identical	87023b5ebb24924362b59332f726968bf67ca8749a009cb6ae3035b96cad0671	87023b5ebb24924362b59332f726968bf67ca8749a009cb6ae3035b96cad0671	87023b5ebb24924362b59332f726968bf67ca8749a009cb6ae3035b96cad0671	none-no-variant-delta
pnu.f	FX1	function	4231	identical	identical	a85e0cf93a9b0a9b2c60a033a63b0297cf52e773ea141db195d844a9ce8c434f	a85e0cf93a9b0a9b2c60a033a63b0297cf52e773ea141db195d844a9ce8c434f	a85e0cf93a9b0a9b2c60a033a63b0297cf52e773ea141db195d844a9ce8c434f	none-no-variant-delta
pnu.f	QATR	subroutine	4312	identical	identical	edf45af4fa3399a13065958aafa741fb3b538b36639b7465311f135534186358	edf45af4fa3399a13065958aafa741fb3b538b36639b7465311f135534186358	edf45af4fa3399a13065958aafa741fb3b538b36639b7465311f135534186358	none-no-variant-delta
pnu.f	SPLIT3	subroutine	4364	identical	identical	07c2a382c72df26f1a8f1d3167b1be9b73daadb9986b3f0ba5930e480e096110	07c2a382c72df26f1a8f1d3167b1be9b73daadb9986b3f0ba5930e480e096110	07c2a382c72df26f1a8f1d3167b1be9b73daadb9986b3f0ba5930e480e096110	none-no-variant-delta
pnu.f	SPCHD	subroutine	4395	identical	identical	ae035c07f72a95abbe8f1236a3a1e3589684eb995aa12a3ade9f9b7c289157d3	ae035c07f72a95abbe8f1236a3a1e3589684eb995aa12a3ade9f9b7c289157d3	ae035c07f72a95abbe8f1236a3a1e3589684eb995aa12a3ade9f9b7c289157d3	none-no-variant-delta
pnu.f	TRKOCH	function	4433	identical	identical	9c8abe0a46dc0a186d22807cf3888ec6590c48b3ef5b1371fdd2a18d6dfdb431	9c8abe0a46dc0a186d22807cf3888ec6590c48b3ef5b1371fdd2a18d6dfdb431	9c8abe0a46dc0a186d22807cf3888ec6590c48b3ef5b1371fdd2a18d6dfdb431	none-no-variant-delta
pnu.f	PNRDH	subroutine	4464	identical	identical	5505409eb2ff5004b7d02037af4117a0eebc43554ebc16a168d0e4822aecaf25	5505409eb2ff5004b7d02037af4117a0eebc43554ebc16a168d0e4822aecaf25	5505409eb2ff5004b7d02037af4117a0eebc43554ebc16a168d0e4822aecaf25	none-no-variant-delta
pnu.f	PNRDX	subroutine	4514	identical	identical	b978198ab356e63ba59d24726380c14d987d1f07c0c86943fad68a25eaf2196e	b978198ab356e63ba59d24726380c14d987d1f07c0c86943fad68a25eaf2196e	b978198ab356e63ba59d24726380c14d987d1f07c0c86943fad68a25eaf2196e	none-no-variant-delta
pnu.f	ADDRES	subroutine	4575	identical	identical	15d47022d25d4594142348a4f4730ee07287fe3ddaf9cacc4e1fe6e6d740c723	15d47022d25d4594142348a4f4730ee07287fe3ddaf9cacc4e1fe6e6d740c723	15d47022d25d4594142348a4f4730ee07287fe3ddaf9cacc4e1fe6e6d740c723	none-no-variant-delta
pnu.f	ADDRESP	subroutine	4628	identical	identical	3f439a29d46b1155dfc4bfda8558ed9dcf0480294ec82ef7a191f2628c87a209	3f439a29d46b1155dfc4bfda8558ed9dcf0480294ec82ef7a191f2628c87a209	3f439a29d46b1155dfc4bfda8558ed9dcf0480294ec82ef7a191f2628c87a209	none-no-variant-delta
pnu.f	ADDRES2	subroutine	4674	identical	identical	bf89a808ce8cbf748406d1b7bc5e617d0ea3a2134d5a976212edb36f4994e545	bf89a808ce8cbf748406d1b7bc5e617d0ea3a2134d5a976212edb36f4994e545	bf89a808ce8cbf748406d1b7bc5e617d0ea3a2134d5a976212edb36f4994e545	none-no-variant-delta
pnu.f	ADDRESK	subroutine	4752	identical	identical	4cedb2eea90cf73e54c35e7e22b9688871d557975f513c90688a550d2d5c3392	4cedb2eea90cf73e54c35e7e22b9688871d557975f513c90688a550d2d5c3392	4cedb2eea90cf73e54c35e7e22b9688871d557975f513c90688a550d2d5c3392	none-no-variant-delta
pnu.f	PWCC	subroutine	4810	identical	identical	ff2fe0ed0ae7fbb4274a2443406b2dabffa396f5a834251026506f65312fea03	ff2fe0ed0ae7fbb4274a2443406b2dabffa396f5a834251026506f65312fea03	ff2fe0ed0ae7fbb4274a2443406b2dabffa396f5a834251026506f65312fea03	none-no-variant-delta
pnu.f	DTROMB	function	4884	identical	identical	0a09fcf3f6174cdbd739d91241b5eaa20b4fdc8590a627a4efccdf1a90ded684	0a09fcf3f6174cdbd739d91241b5eaa20b4fdc8590a627a4efccdf1a90ded684	0a09fcf3f6174cdbd739d91241b5eaa20b4fdc8590a627a4efccdf1a90ded684	none-no-variant-delta
pnu.f	BLGIBBS	function	4979	identical	identical	f274246bcfe75abba8b93ac16af018f51bd555d07158e3ce9af85909caa4ce0d	f274246bcfe75abba8b93ac16af018f51bd555d07158e3ce9af85909caa4ce0d	f274246bcfe75abba8b93ac16af018f51bd555d07158e3ce9af85909caa4ce0d	none-no-variant-delta
pnu.f	TROMF13	subroutine	4999	identical	identical	cdd2a55545b7a762a17dc03c24645c97c68c581330017886febccdc03a076e66	cdd2a55545b7a762a17dc03c24645c97c68c581330017886febccdc03a076e66	cdd2a55545b7a762a17dc03c24645c97c68c581330017886febccdc03a076e66	none-no-variant-delta
pnu.f	QETA	function	5054	identical	identical	d04eb98de861306ffada944dd994fb8e7f6d905dc0990b020c3d1a9188731353	d04eb98de861306ffada944dd994fb8e7f6d905dc0990b020c3d1a9188731353	d04eb98de861306ffada944dd994fb8e7f6d905dc0990b020c3d1a9188731353	none-no-variant-delta
pnu.f	TETAN	subroutine	5065	identical	identical	1aba4e9b8fc151c2175c4a0ed0ee7281f6861c981f14dfc3e60ab6f6a9d96fd4	1aba4e9b8fc151c2175c4a0ed0ee7281f6861c981f14dfc3e60ab6f6a9d96fd4	1aba4e9b8fc151c2175c4a0ed0ee7281f6861c981f14dfc3e60ab6f6a9d96fd4	none-no-variant-delta
prsd.f	__MAIN__	implicit-main	1	identical	identical	bbc033669bffc473f8ac5be907a00d59116f778af99d1523caaacb821e3fd260	bbc033669bffc473f8ac5be907a00d59116f778af99d1523caaacb821e3fd260	bbc033669bffc473f8ac5be907a00d59116f778af99d1523caaacb821e3fd260	none-no-variant-delta
prsd.f	GTM1M2	subroutine	1046	identical	identical	5df91168a0d553f08741b92f1ab1416ac2990842e924e6c2b3e18dccd8b9b35b	5df91168a0d553f08741b92f1ab1416ac2990842e924e6c2b3e18dccd8b9b35b	5df91168a0d553f08741b92f1ab1416ac2990842e924e6c2b3e18dccd8b9b35b	none-no-variant-delta
prsd.f	PRCHICMP	subroutine	1058	identical	identical	ed63dd6ccca143e76055cc80ded476bb5658ffe7b761b3c28658c1479852e604	ed63dd6ccca143e76055cc80ded476bb5658ffe7b761b3c28658c1479852e604	ed63dd6ccca143e76055cc80ded476bb5658ffe7b761b3c28658c1479852e604	none-no-variant-delta
prsd.f	SETEK	subroutine	1281	identical	identical	31f4161e284cfb909a267841f3e1d829790d62d4cdfe006c4839adc35b255601	31f4161e284cfb909a267841f3e1d829790d62d4cdfe006c4839adc35b255601	31f4161e284cfb909a267841f3e1d829790d62d4cdfe006c4839adc35b255601	none-no-variant-delta
prsd.f	TYPEQV	function	1339	identical	identical	c8a5917157c12692c03275a304667c23fc99e73fd46324f61f16d3d1ac61303c	c8a5917157c12692c03275a304667c23fc99e73fd46324f61f16d3d1ac61303c	c8a5917157c12692c03275a304667c23fc99e73fd46324f61f16d3d1ac61303c	none-no-variant-delta
prsd.f	PRBAS	subroutine	1349	identical	identical	058d84b3f96c38f97a7ea92bfc4499ace37c0dcfdbae06d671970aa1fb65bf19	058d84b3f96c38f97a7ea92bfc4499ace37c0dcfdbae06d671970aa1fb65bf19	058d84b3f96c38f97a7ea92bfc4499ace37c0dcfdbae06d671970aa1fb65bf19	none-no-variant-delta
prsd.f	PROBS	subroutine	1492	identical	identical	8f6a8e3d60c9ff0aa95567214ecf7c200b17a76e862fb98f0cb238439ca52065	8f6a8e3d60c9ff0aa95567214ecf7c200b17a76e862fb98f0cb238439ca52065	8f6a8e3d60c9ff0aa95567214ecf7c200b17a76e862fb98f0cb238439ca52065	none-no-variant-delta
prsd.f	PROBSL	subroutine	1646	identical	identical	496d740d87b826e090b13136fdf67730a40fab0282c67a82a38f3f1a6dbc05d4	496d740d87b826e090b13136fdf67730a40fab0282c67a82a38f3f1a6dbc05d4	496d740d87b826e090b13136fdf67730a40fab0282c67a82a38f3f1a6dbc05d4	none-no-variant-delta
prsd.f	XFORM	subroutine	1730	identical	identical	2e2ae876b827726fab5bba097874ceba5c8d2f4b76b200c37c8e5e83f8c86f19	2e2ae876b827726fab5bba097874ceba5c8d2f4b76b200c37c8e5e83f8c86f19	2e2ae876b827726fab5bba097874ceba5c8d2f4b76b200c37c8e5e83f8c86f19	none-no-variant-delta
prsd.f	PRSOL	subroutine	1795	identical	identical	400188a9a89a27c6f8c387dd3293f2364282d6fc5a34a23e36dc18ddee4dfc7b	400188a9a89a27c6f8c387dd3293f2364282d6fc5a34a23e36dc18ddee4dfc7b	400188a9a89a27c6f8c387dd3293f2364282d6fc5a34a23e36dc18ddee4dfc7b	none-no-variant-delta
prsd.f	PRDLT	subroutine	2314	identical	identical	44fb259c6b69e7df13ff083169db83613941985d33804c4b82cc4de3221fbc23	44fb259c6b69e7df13ff083169db83613941985d33804c4b82cc4de3221fbc23	44fb259c6b69e7df13ff083169db83613941985d33804c4b82cc4de3221fbc23	none-no-variant-delta
prsd.f	LEGSMP	subroutine	2588	identical	identical	6227b1396f89213153b02226e8e3d8ec2d298c68afa6a71fc4d529d82454ccf5	6227b1396f89213153b02226e8e3d8ec2d298c68afa6a71fc4d529d82454ccf5	6227b1396f89213153b02226e8e3d8ec2d298c68afa6a71fc4d529d82454ccf5	none-no-variant-delta
prsd.f	HLPRI	subroutine	2653	identical	identical	982288363a0faa73302daea1cdf2e339db1bef3d0f3011b30c5e8865b4098125	982288363a0faa73302daea1cdf2e339db1bef3d0f3011b30c5e8865b4098125	982288363a0faa73302daea1cdf2e339db1bef3d0f3011b30c5e8865b4098125	none-no-variant-delta
prsd.f	MD07M	subroutine	2713	identical	identical	f4740d6d4352b025c9a23435d4d542b4d3365f026c501360d9d20e248399cb8d	f4740d6d4352b025c9a23435d4d542b4d3365f026c501360d9d20e248399cb8d	f4740d6d4352b025c9a23435d4d542b4d3365f026c501360d9d20e248399cb8d	none-no-variant-delta
prsd.f	MD07MI	subroutine	2764	identical	identical	adc94515ba91ac4df1e34f9eb6cc84f4a3d538d55c75eeeeb4bf3a7919716a42	adc94515ba91ac4df1e34f9eb6cc84f4a3d538d55c75eeeeb4bf3a7919716a42	adc94515ba91ac4df1e34f9eb6cc84f4a3d538d55c75eeeeb4bf3a7919716a42	none-no-variant-delta
prsd.f	ZDWI	function	2818	identical	identical	7a3a626eebea4ed2cebc9f9eef0825c9b674b914a641299bf4c931d950e4074e	7a3a626eebea4ed2cebc9f9eef0825c9b674b914a641299bf4c931d950e4074e	7a3a626eebea4ed2cebc9f9eef0825c9b674b914a641299bf4c931d950e4074e	none-no-variant-delta
prsd.f	ROT4	subroutine	2832	identical	identical	8bb26aff87186a8ad89ad64a2807dbc9537b8e4b2e46496ad02a10974d00610a	8bb26aff87186a8ad89ad64a2807dbc9537b8e4b2e46496ad02a10974d00610a	8bb26aff87186a8ad89ad64a2807dbc9537b8e4b2e46496ad02a10974d00610a	none-no-variant-delta
prsd.f	DMTEPR	subroutine	2922	identical	identical	698e09a5c7a4ae582cb6e2a49b32e061d8112ae8184027fd8fdb4c50ea84f5fa	698e09a5c7a4ae582cb6e2a49b32e061d8112ae8184027fd8fdb4c50ea84f5fa	698e09a5c7a4ae582cb6e2a49b32e061d8112ae8184027fd8fdb4c50ea84f5fa	none-no-variant-delta
prsd.f	DMTI	function	2964	identical	identical	44a9a88b7b38aeb6ca6df9ecfbb743d220db8f273ae8cda791c5132a4afb804f	44a9a88b7b38aeb6ca6df9ecfbb743d220db8f273ae8cda791c5132a4afb804f	44a9a88b7b38aeb6ca6df9ecfbb743d220db8f273ae8cda791c5132a4afb804f	none-no-variant-delta
prsd.f	HLEEEPR	subroutine	2977	identical	identical	211b352f85019c794cb4ff22a8dc199ea0eea7dd8f2f187bb700743eac4e5395	211b352f85019c794cb4ff22a8dc199ea0eea7dd8f2f187bb700743eac4e5395	211b352f85019c794cb4ff22a8dc199ea0eea7dd8f2f187bb700743eac4e5395	none-no-variant-delta
prsd.f	HLI	function	3018	identical	identical	cf77df262427d9546b40a519479aaedb0de5fb43d20c39f6f40965130c492ba6	cf77df262427d9546b40a519479aaedb0de5fb43d20c39f6f40965130c492ba6	cf77df262427d9546b40a519479aaedb0de5fb43d20c39f6f40965130c492ba6	none-no-variant-delta
prsd.f	EKDLT	subroutine	3031	identical	identical	187d5acf65f68b95458e9b26ccf34d7459d8dbb63e09772b8038739078fd4c44	187d5acf65f68b95458e9b26ccf34d7459d8dbb63e09772b8038739078fd4c44	187d5acf65f68b95458e9b26ccf34d7459d8dbb63e09772b8038739078fd4c44	none-no-variant-delta
prsd.f	NAKY4	subroutine	3245	identical	identical	42388d905ed893ca3d531caf81a4aad4b1c103e995a9ab5c09f5adc9f8c26474	42388d905ed893ca3d531caf81a4aad4b1c103e995a9ab5c09f5adc9f8c26474	42388d905ed893ca3d531caf81a4aad4b1c103e995a9ab5c09f5adc9f8c26474	none-no-variant-delta
prsd.f	ETAPMAID	subroutine	3311	identical	identical	6a0dd219df107ca40c593d50e781181ee33a4295b221569896ac7fc06297efd5	6a0dd219df107ca40c593d50e781181ee33a4295b221569896ac7fc06297efd5	6a0dd219df107ca40c593d50e781181ee33a4295b221569896ac7fc06297efd5	none-no-variant-delta
prsd.f	GIESSENET	subroutine	3393	identical	identical	b8ef0b86824f8695626bb68c3ffa986fb7716e3fee9ffc347d97121fba306cf5	b8ef0b86824f8695626bb68c3ffa986fb7716e3fee9ffc347d97121fba306cf5	b8ef0b86824f8695626bb68c3ffa986fb7716e3fee9ffc347d97121fba306cf5	none-no-variant-delta
prsd.f	DLTMAID	subroutine	3450	identical	identical	a5b805cb3ab2445b6b6237218ce2030dbb7e801e88158c94171af070c1f8a275	a5b805cb3ab2445b6b6237218ce2030dbb7e801e88158c94171af070c1f8a275	a5b805cb3ab2445b6b6237218ce2030dbb7e801e88158c94171af070c1f8a275	none-no-variant-delta
prsd.f	EPSCL	function	3596	identical	identical	544fa4f23bd28d32896eb325844fb64a5d1690361c24a5125ee4b926864661d5	544fa4f23bd28d32896eb325844fb64a5d1690361c24a5125ee4b926864661d5	544fa4f23bd28d32896eb325844fb64a5d1690361c24a5125ee4b926864661d5	none-no-variant-delta
prsd.f	GETP33	subroutine	3618	identical	identical	4c9700beec4f4db92dba1946d7e1805d630fa31b3255f425253e2aff3b077b92	4c9700beec4f4db92dba1946d7e1805d630fa31b3255f425253e2aff3b077b92	4c9700beec4f4db92dba1946d7e1805d630fa31b3255f425253e2aff3b077b92	none-no-variant-delta
prsd.f	GPETAP	function	3651	identical	identical	0d928bd29f4bbc397a667da3610f78494abd1ab8f048883e620624d4b1cf9b9d	0d928bd29f4bbc397a667da3610f78494abd1ab8f048883e620624d4b1cf9b9d	0d928bd29f4bbc397a667da3610f78494abd1ab8f048883e620624d4b1cf9b9d	none-no-variant-delta
prsd.f	ADELOBS	function	3712	identical	identical	01b0fa5ef392c7af1c9e8d9ff1c854137c7922a03cdf23a37df82be21910a379	01b0fa5ef392c7af1c9e8d9ff1c854137c7922a03cdf23a37df82be21910a379	01b0fa5ef392c7af1c9e8d9ff1c854137c7922a03cdf23a37df82be21910a379	none-no-variant-delta
prsd.f	GPKL	subroutine	3740	identical	identical	987eb313cd1a8140ea586dbf31cb24bc31007e2f2ff35dcbc9c06f879f63a307	987eb313cd1a8140ea586dbf31cb24bc31007e2f2ff35dcbc9c06f879f63a307	987eb313cd1a8140ea586dbf31cb24bc31007e2f2ff35dcbc9c06f879f63a307	none-no-variant-delta
prsd.f	EKDLTX	subroutine	3877	identical	identical	0132023d54dc2e08abe747f9e73ad5b31492cc2dbfb8f698a98335f61eab0bf6	0132023d54dc2e08abe747f9e73ad5b31492cc2dbfb8f698a98335f61eab0bf6	0132023d54dc2e08abe747f9e73ad5b31492cc2dbfb8f698a98335f61eab0bf6	none-no-variant-delta
prsd.f	EKDXX	subroutine	3973	identical	identical	f1e4b195f1666592e29e8b7261625589a98a26afa601b5d0e3126d463d9c8898	f1e4b195f1666592e29e8b7261625589a98a26afa601b5d0e3126d463d9c8898	f1e4b195f1666592e29e8b7261625589a98a26afa601b5d0e3126d463d9c8898	none-no-variant-delta
prsd.f	REGGEMD	subroutine	4030	identical	identical	729318542780308fbb846d5727984cef022ef11878bc606c21b6d4ee5de7c5e2	729318542780308fbb846d5727984cef022ef11878bc606c21b6d4ee5de7c5e2	729318542780308fbb846d5727984cef022ef11878bc606c21b6d4ee5de7c5e2	none-no-variant-delta
prsd.f	PRKINX	subroutine	4091	identical	identical	c8554980e624321d8375acfb2b6454b18e0ae741229a7272e680a6cec105915c	c8554980e624321d8375acfb2b6454b18e0ae741229a7272e680a6cec105915c	c8554980e624321d8375acfb2b6454b18e0ae741229a7272e680a6cec105915c	none-no-variant-delta
prsd.f	PNETANX	subroutine	4148	identical	identical	f1cdf92d6c2408564d584c9328736f368b8335bde0f09327930331b9a0e29beb	f1cdf92d6c2408564d584c9328736f368b8335bde0f09327930331b9a0e29beb	f1cdf92d6c2408564d584c9328736f368b8335bde0f09327930331b9a0e29beb	none-no-variant-delta
prsd.f	S11V	subroutine	4328	identical	identical	a550f71b0235d9b0a02503f7571a06e6738800999720090357a20a620aaf0040	a550f71b0235d9b0a02503f7571a06e6738800999720090357a20a620aaf0040	a550f71b0235d9b0a02503f7571a06e6738800999720090357a20a620aaf0040	none-no-variant-delta
prsd.f	PPRCHP	subroutine	4450	identical	identical	78bec879f7a2f405d23c7eea2161a8cd37810745512e60a392187fecd2eba21a	78bec879f7a2f405d23c7eea2161a8cd37810745512e60a392187fecd2eba21a	78bec879f7a2f405d23c7eea2161a8cd37810745512e60a392187fecd2eba21a	none-no-variant-delta
prsd.f	PNCHPR	subroutine	4527	identical	identical	8caabf281969523a059680af1b9b4cd86f5fde13d2f39146dbf41ae16a48fed8	8caabf281969523a059680af1b9b4cd86f5fde13d2f39146dbf41ae16a48fed8	8caabf281969523a059680af1b9b4cd86f5fde13d2f39146dbf41ae16a48fed8	none-no-variant-delta
prsd.f	PRMOBS	subroutine	4574	identical	identical	56bd467ece67cb00d62e4aa5f3fac417cb742977bb4584dc984a9a768ff6e99b	56bd467ece67cb00d62e4aa5f3fac417cb742977bb4584dc984a9a768ff6e99b	56bd467ece67cb00d62e4aa5f3fac417cb742977bb4584dc984a9a768ff6e99b	none-no-variant-delta
prsd.f	PROPEN	subroutine	4724	identical	identical	311d859117e151a97dd43f300cf49ce6400fc5579f81de5fee357c9413311a40	311d859117e151a97dd43f300cf49ce6400fc5579f81de5fee357c9413311a40	311d859117e151a97dd43f300cf49ce6400fc5579f81de5fee357c9413311a40	none-no-variant-delta
prsd.f	FTOA	subroutine	4768	identical	identical	61cc2124d028f7432252ca5392373f108f7c97cbda80b4c8527f9ab022f02eb8	61cc2124d028f7432252ca5392373f108f7c97cbda80b4c8527f9ab022f02eb8	61cc2124d028f7432252ca5392373f108f7c97cbda80b4c8527f9ab022f02eb8	none-no-variant-delta
prsd.f	SAIDEQ	subroutine	4833	identical	identical	1b3014fe5d3b5737ab5ee468447f86973f5d3eb10a52c52f72ef3f0a8b7b7fc2	1b3014fe5d3b5737ab5ee468447f86973f5d3eb10a52c52f72ef3f0a8b7b7fc2	1b3014fe5d3b5737ab5ee468447f86973f5d3eb10a52c52f72ef3f0a8b7b7fc2	none-no-variant-delta
prsd.f	PRSETC	subroutine	4852	identical	identical	5eedec75a5df9f3aedc46c8eb798f9b7823b186af5b4f9ec35f781ec8e415644	5eedec75a5df9f3aedc46c8eb798f9b7823b186af5b4f9ec35f781ec8e415644	5eedec75a5df9f3aedc46c8eb798f9b7823b186af5b4f9ec35f781ec8e415644	none-no-variant-delta
prsd.f	SETTH	subroutine	4933	identical	identical	6115650648837edb7de1e93313462dd7207ae28df39382fd1dfdd23e1d602d42	6115650648837edb7de1e93313462dd7207ae28df39382fd1dfdd23e1d602d42	6115650648837edb7de1e93313462dd7207ae28df39382fd1dfdd23e1d602d42	none-no-variant-delta
prsd.f	PRDA	subroutine	4970	identical	identical	cdc535dfcd71a6a403caed36e04f63dbdd4aed5260dd3d525b2f41750c2165ef	cdc535dfcd71a6a403caed36e04f63dbdd4aed5260dd3d525b2f41750c2165ef	cdc535dfcd71a6a403caed36e04f63dbdd4aed5260dd3d525b2f41750c2165ef	none-no-variant-delta
prsd.f	PRODO	subroutine	5006	identical	identical	176ade0660e052798732f99499b474acda330f3df1957b3673b61a5e9499b530	176ade0660e052798732f99499b474acda330f3df1957b3673b61a5e9499b530	176ade0660e052798732f99499b474acda330f3df1957b3673b61a5e9499b530	none-no-variant-delta
prsd.f	PRCHI	subroutine	5070	identical	identical	011254f73f711739537bf29d3ee06b8d113396bb247d888652afbd9edf53ff87	011254f73f711739537bf29d3ee06b8d113396bb247d888652afbd9edf53ff87	011254f73f711739537bf29d3ee06b8d113396bb247d888652afbd9edf53ff87	none-no-variant-delta
prsd.f	PRSHIFT	subroutine	5405	identical	identical	c9bf8ca42b6d510422a63e0f1dcbdf94a366191d20026a433d4320bcef97b5cd	c9bf8ca42b6d510422a63e0f1dcbdf94a366191d20026a433d4320bcef97b5cd	c9bf8ca42b6d510422a63e0f1dcbdf94a366191d20026a433d4320bcef97b5cd	none-no-variant-delta
prsd.f	CHBPLT	subroutine	5635	identical	identical	f040ecd60d74e59dab549bd72401fc1e77395688416224efa419edba126b75d9	f040ecd60d74e59dab549bd72401fc1e77395688416224efa419edba126b75d9	f040ecd60d74e59dab549bd72401fc1e77395688416224efa419edba126b75d9	none-no-variant-delta
prsd.f	PRSUMRL	subroutine	5733	identical	identical	6882c42fdf7a370a131f844cd1f620563b481523d6c7d2cef5d5be041ca079df	6882c42fdf7a370a131f844cd1f620563b481523d6c7d2cef5d5be041ca079df	6882c42fdf7a370a131f844cd1f620563b481523d6c7d2cef5d5be041ca079df	none-no-variant-delta
prsd.f	EMTOAB	subroutine	5817	identical	identical	f22f34e05ed36618d2abfeb966cea32ef376474429ff420a590e1b914e7f5b62	f22f34e05ed36618d2abfeb966cea32ef376474429ff420a590e1b914e7f5b62	f22f34e05ed36618d2abfeb966cea32ef376474429ff420a590e1b914e7f5b62	none-no-variant-delta
prsd.f	PRCONP	subroutine	5848	identical	identical	26cfccd5818d35571a5434cdc5a142965545fb0e3002677b635ef0d320c955f9	26cfccd5818d35571a5434cdc5a142965545fb0e3002677b635ef0d320c955f9	26cfccd5818d35571a5434cdc5a142965545fb0e3002677b635ef0d320c955f9	none-no-variant-delta
prsd.f	CONFUN	subroutine	6264	identical	identical	45efad24bc6bd2236e09fe3699d36942c05e2f5ef450325acf0bab4dde1871da	45efad24bc6bd2236e09fe3699d36942c05e2f5ef450325acf0bab4dde1871da	45efad24bc6bd2236e09fe3699d36942c05e2f5ef450325acf0bab4dde1871da	none-no-variant-delta
prsd.f	PRPTX	subroutine	6553	identical	identical	c91b26819603e70e7083d8d238ade0babfce5d5d57f43c8f98d99f8a76134f27	c91b26819603e70e7083d8d238ade0babfce5d5d57f43c8f98d99f8a76134f27	c91b26819603e70e7083d8d238ade0babfce5d5d57f43c8f98d99f8a76134f27	none-no-variant-delta
prsd.f	PRSWAP	subroutine	6846	identical	identical	bdf26badc683db1d0f6ee0f572923dbc3e12a4eb828cbe2c864beb8adb3069bb	bdf26badc683db1d0f6ee0f572923dbc3e12a4eb828cbe2c864beb8adb3069bb	bdf26badc683db1d0f6ee0f572923dbc3e12a4eb828cbe2c864beb8adb3069bb	none-no-variant-delta
prsd.f	A3DPLT	subroutine	6942	identical	identical	1e383b03c37955289eaff81f72ebb273335add3c651f091c1e92afe8a4fd7494	1e383b03c37955289eaff81f72ebb273335add3c651f091c1e92afe8a4fd7494	1e383b03c37955289eaff81f72ebb273335add3c651f091c1e92afe8a4fd7494	none-no-variant-delta
